MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
3807|Kéis, Kéisen|keis, keisen|fromage|fromage|Käse|kase|cheese|cheese|queso|queso|formaggio|formaggio|queijo|queijo|null|null
3808|Kéiseker=Igel=Däreldéier, Kéisekeren|keiseker=igel=dareldeier, keisekeren|hérisson|herisson|Igel|igel|hedgehog|hedgehog|erizo|erizo|porcospino, riccio|porcospino, riccio|ouriço­cacheiro|ouriço­cacheiro|null|null
3809|Kéisrapp, Kéisrappen|keisrapp, keisrappen|râpe pour le fromage|rape pour le fromage|Käsereibe|kasereibe|cheese­grater|cheese­grater|máquina para rallar queso|maquina para rallar queso|grattugia|grattugia|ralador de queijo|ralador de queijo|null|null
3810|Kéistupp|keistupp|chien de ferme|chien de ferme|Bauernhund|bauernhund|sheepdog|sheepdog|perro pastor|perro pastor|canelupo|canelupo|cão de guarda|cão de guarda|null|null
3811|Keller, Kelleren|keller, kelleren|cave|cave|Keller|keller|cellar|cellar|bodega|bodega|cantina|cantina|cave, adega|cave, adega|null|null
3812|Kellertrap, Kellertrapen|kellertrap, kellertrapen|escalier de cave|escalier de cave|Kellertreppe|kellertreppe|cellar staircase|cellar staircase|escalera de bodega|escalera de bodega|scala della cantina|scala della cantina|escada de cave|escada de cave|null|null
3813|këmmeren ëm(sech)=intervenéieren=s. amëschen, e këmmert sech ëm|kemmeren em(sech)=interveneieren=s. ameschen, e kemmert sech em|s’occuper de, intervenir|s’occuper de, intervenir|sich kümmern um, sich einmischen|sich kummern um, sich einmischen|to take care of, to interfere|to take care of, to interfere|ocuparse de, implicarse|ocuparse de, implicarse|occuparsi di, intromettersi|occuparsi di, intromettersi|tratar de, envolver-se|tratar de, envolver-se|null|null
3814|Këndchen, Kënnercher|kendchen, kennercher|petit enfant|petit enfant|Kleinkind|kleinkind|small child|small child|ninete|ninete|bambino|bambino|menino|menino|null|null
3815|keng|keng|pas de, personne, aucun|pas de, personne, aucun|keine, niemand|keine, niemand|no one, nobody|no one, nobody|ningún, nadie|ningun, nadie|nessuno, nessuna|nessuno, nessuna|ninguém, nenhum|ninguem, nenhum|null|null
3816|keng Chance=Pech|keng chance=pech|malchance|malchance|Pech|pech|bad luck|bad luck|mala suerte|mala suerte|sfortuna|sfortuna|azar|azar|null|null
3817|keng méi|keng mei|plus personne|plus personne|keiner mehr|keiner mehr|nobody anymore|nobody anymore|nadie más|nadie mas|più niente, nessuno|più niente, nessuno|mais ninguém|mais ninguem|null|null
3818|keng Strengt=Nosiicht=Toleranz|keng strengt=nosiicht=toleranz|indulgence|indulgence|Nachsicht|nachsicht|indulgence|indulgence|indulgencia|indulgencia|indulgenza|indulgenza|indulgência|indulgencia|null|null
3819|keng, nëmme keng=nure keng|keng, nemme keng=nure keng|surtout pas de|surtout pas de|nur keine|nur keine|none at all|none at all|ni siquiera|ni siquiera|nessuna|nessuna|nem sequer|nem sequer|null|null
3820|kéng=gewot=onverschimmt=affrontéiert=frech=keck|keng=gewot=onverschimmt=affronteiert=frech=keck|hardi, audacieux, téméraire|hardi, audacieux, temeraire|kühn, waghalsig|kuhn, waghalsig|audacious, bold, rash|audacious, bold, rash|atrevido, temerario|atrevido, temerario|temerario, audace|temerario, audace|arrojado, atrevido, temerário|arrojado, atrevido, temerario|null|null
3821|Kéng=Keim, Kéngen|keng=keim, kengen|germe|germe|Keim|keim|germ|germ|germen|germen|germe|germe|germe|germe|null|null
4217|laachen, e laacht|laachen, e laacht|rire|rire|lachen|lachen|to laugh|to laugh|reírse|reirse|ridere|ridere|rir|rir|laachen|null
3823|Kéngheet=Onverschimmtheet=Culot=Frechheet, Kéngheeten|kengheet=onverschimmtheet=culot=frechheet, kengheeten|audace|audace|Kühnheit|kuhnheit|boldness|boldness|audacia|audacia|audacia|audacia|audácia|audacia|null|null
3824|Kënn, Kënner|kenn, kenner|menton|menton|Kinn|kinn|chin|chin|barbilla|barbilla|mento|mento|queixo|queixo|null|null
3981|kniwwelen=knujelen=rompelen=ronschelen, e kniwwelt|kniwwelen=knujelen=rompelen=ronschelen, e kniwwelt|froisser|froisser|knittern, zerknittern|knittern, zerknittern|to wrinkle|to wrinkle|arrugar|arrugar|sgualcire|sgualcire|enrugar|enrugar|kniwwelen|kniwwelen
3826|Kënnegen=Bekannten, Kënneg|kennegen=bekannten, kenneg|connaissance (m)|connaissance (m)|Bekannte|bekannte|acquaintance, insider|acquaintance, insider|conocido|conocido|conoscente|conoscente|conhecido|conhecido|null|null
3827|kenneléieren, e léiert kennen|kenneleieren, e leiert kennen|faire connaissance|faire connaissance|kennen lernen|kennen lernen|to meet, to get to know|to meet, to get to know|conocer|conocer|conoscere, fare conoscenza|conoscere, fare conoscenza|conhecer|conhecer|null|null
3952|knäipen=ofschreiwen, e knäipt|knaipen=ofschreiwen, e knaipt|tricher, pomper|tricher, pomper|abschreiben, mogeln, spicken|abschreiben, mogeln, spicken|to copy+cheat, to crib|to copy+cheat, to crib|copiar de chuletas|copiar de chuletas|copiare dal vicino|copiare dal vicino|fazer batota, copiar|fazer batota, copiar|knäipen|null
3830|Kenntnes=Wëssen, Kenntnesser|kenntnes=wessen, kenntnesser|connaissance (savoir)|connaissance (savoir)|Kenntnis|kenntnis|knowledge|knowledge|conocimiento|conocimiento|conoscenza, sapere|conoscenza, sapere|conhecimento|conhecimento|null|null
3831|kënschtlech=net echt|kenschtlech=net echt|artificiel|artificiel|künstlich|kunstlich|artificial|artificial|artificial|artificial|artificiale|artificiale|artificial|artificial|null|null
3832|Kënschtler=Artist, Kënschtler|kenschtler=artist, kenschtler|artiste|artiste|Künstler|kunstler|artist|artist|artista|artista|artista|artista|artista|artista|null|null
3833|Këscht, Këschten|kescht, keschten|boîte, caisse|boite, caisse|Kiste|kiste|box|box|caja|caja|scatola|scatola|caixa, baú|caixa, bau|null|null
4257|landen, e lant|landen, e lant|atterrir|atterrir|landen|landen|to land|to land|aterrizar|aterrizar|atterrare|atterrare|aterrar|aterrar|landen|null
3835|Këssen=Pillem=Coussin, Këssen|kessen=pillem=coussin, kessen|coussin, oreiller|coussin, oreiller|Kissen|kissen|pillow, cushion|pillow, cushion|almohada|almohada|cuscino, guanciale|cuscino, guanciale|almofada|almofada|null|null
3836|Ketten, Ketten|ketten, ketten|chaîne|chaine|Kette|kette|chain|chain|cadena|cadena|catena|catena|cadeira|cadeira|null|null
3837|Ketten=Collier, Ketten|ketten=collier, ketten|collier|collier|Halskette|halskette|necklace|necklace|collar|collar|collana|collana|gargantilha|gargantilha|null|null
3838|keusch|keusch|chaste|chaste|keusch|keusch|pure|pure|casto|casto|casto|casto|casto|casto|null|null
3839|Kibitz=Piwitsch, Kibitzen|kibitz=piwitsch, kibitzen|vanneau huppé|vanneau huppe|Kiebitz|kiebitz|lapwing|lapwing|avefria|avefria|pavoncella|pavoncella|abibe|abibe|null|null
3840|Kichebriet, Kichebrieder|kichebriet, kichebrieder|planchette de cuisine|planchette de cuisine|Küchenbrett|kuchenbrett|cutting­board|cutting­board|madera de cocina|madera de cocina|tavoletta da cucina|tavoletta da cucina|tábua de cozinha|tabua de cozinha|null|null
3841|Kichelchen=Biscuit, Kichelcher|kichelchen=biscuit, kichelcher|petit gâteau, biscuit|petit gateau, biscuit|Keks, Backwerk|keks, backwerk|cooky, biscuit|cooky, biscuit|pequeño pastel, galleta|pequeño pastel, galleta|biscotto|biscotto|biscoito|biscoito|null|null
3842|Kichemesser, Kichemesseren|kichemesser, kichemesseren|couteau de cuisine|couteau de cuisine|Küchenmesser|kuchenmesser|kitchen­knife|kitchen­knife|cuchillo de cocina|cuchillo de cocina|coltello da cucina|coltello da cucina|faca de cozinha|faca de cozinha|null|null
3843|Kichen, Kichen|kichen, kichen|cuisine|cuisine|Küche|kuche|kitchen|kitchen|cocina|cocina|cucina|cucina|cozinha|cozinha|null|null
3851|Kierb=Manivelle, Kierpen|kierb=manivelle, kierpen|manivelle|manivelle|Kurbel|kurbel|crank|crank|manivela|manivela|manovella|manovella|manivela|manivela|null|null
3844|Kichendësch, Kichendëscher|kichendesch, kichendescher|table de cuisine|table de cuisine|Küchentisch|kuchentisch|kitchen table|kitchen table|mesa de cocina|mesa de cocina|tavolo da cucina|tavolo da cucina|mesa de cozinha|mesa de cozinha|null|null
3845|Kichenduch, Kichendicher|kichenduch, kichendicher|torchon|torchon|Küchentuch|kuchentuch|kitchen­cloth|kitchen­cloth|trapo de cocina|trapo de cocina|straccio, strofinaccio|straccio, strofinaccio|pano de cozinha|pano de cozinha|null|null
3846|Kicheschaf, Kicheschief|kicheschaf, kicheschief|armoire de cuisine|armoire de cuisine|Küchenschrank|kuchenschrank|dresser|dresser|armario de cocina|armario de cocina|armadio da cucina|armadio da cucina|armário de cozinha|armario de cozinha|null|null
3847|Kichestull, Kichestill|kichestull, kichestill|chaise de cuisine|chaise de cuisine|Küchenstuhl|kuchenstuhl|kitchen chair|kitchen chair|silla de cocina|silla de cocina|sedia da cucina|sedia da cucina|cadeira de cozinha|cadeira de cozinha|null|null
3848|Kichewo, Kichewoen|kichewo, kichewoen|balance de cuisine|balance de cuisine|Küchenwaage|kuchenwaage|kitchen scales|kitchen scales|balanza de cocina|balanza de cocina|bilancetta da cucina|bilancetta da cucina|balança de cozinha|balança de cozinha|null|null
3985|knouteren=grommelen=kregéilen, e knoutert|knouteren=grommelen=kregeilen, e knoutert|gronder, ergoter|gronder, ergoter|knurren, schimpfen|knurren, schimpfen|to grumble|to grumble|regañar|regañar|brontolare|brontolare|reclamar, ralhar|reclamar, ralhar|knouteren|null
3993|knuppen=knallen=kraachen, e knuppt|knuppen=knallen=kraachen, e knuppt|détoner|detoner|knallen, krachen|knallen, krachen|to bang|to bang|detonar|detonar|schioccare, detonare|schioccare, detonare|estalar, detonar, rebentar|estalar, detonar, rebentar|knuppen|null
3852|Kierbiischt=Biesem, Kierbiischten|kierbiischt=biesem, kierbiischten|balai|balai|Besen|besen|broom, brush|broom, brush|escoba|escoba|scopa|scopa|vassoura|vassoura|null|null
3853|Kierch, Kierchen|kierch, kierchen|église|eglise|Kirche|kirche|church|church|iglesia|iglesia|chiesa|chiesa|igreja|igreja|null|null
4302|lecken, e leckt|lecken, e leckt|lécher, laper|lecher, laper|lecken|lecken|to lick|to lick|lamer|lamer|leccare|leccare|lamber|lamber|lecken|null
3855|Kierfchen, Kierwercher|kierfchen, kierwercher|petit panier|petit panier|Körbchen|korbchen|basket|basket|cesta|cesta|cesta|cesta|cesta|cesta|null|null
3856|Kierfecht, Kierfechter|kierfecht, kierfechter|cimetière|cimetiere|Friedhof|friedhof|cemetery|cemetery|cementerio|cementerio|cimitero|cimitero|cemitério|cemiterio|null|null
3857|Kiermes=Dëppefest, Kiermessen|kiermes=deppefest, kiermessen|kermesse, foire|kermesse, foire|Kirmes, Jahrmarkt|kirmes, jahrmarkt|fair|fair|feria|feria|fiera, sagra|fiera, sagra|feira|feira|null|null
3858|Kierper=Läif=Leif, Kierperen|kierper=laif=leif, kierperen|corps|corps|Körper|korper|body|body|cuerpo|cuerpo|corpo|corpo|corpo|corpo|null|null
3859|kierperlech|kierperlech|corporel|corporel|körperlich|korperlich|bodily|bodily|corporal|corporal|corporale|corporale|corporal|corporal|null|null
3860|kierzen=ofkierzen, e kierzt|kierzen=ofkierzen, e kierzt|raccourcir, abréger|raccourcir, abreger|kürzen|kurzen|to shorten|to shorten|abreviar|abreviar|abbreviare, accorciare|abbreviare, accorciare|encurtar, abreviar|encurtar, abreviar|null|null
3861|kierzlech=viru Kuerzem=deslescht|kierzlech=viru kuerzem=deslescht|récemment|recemment|kürzlich|kurzlich|recently|recently|recientemente|recientemente|recentemente|recentemente|recentemente|recentemente|null|null
3862|Kiewerlek, Kiewerleken|kiewerlek, kiewerleken|scarabée|scarabee|Käfer|kafer|beetle|beetle|escarabajo|escarabajo|scarabeo|scarabeo|escaravelho|escaravelho|null|null
3863|kif kif=gläich=d'selwecht=gehopst wéi gesprongen|kif kif=glaich=d'selwecht=gehopst wei gesprongen|pareil|pareil|gleich|gleich|equal|equal|igual|igual|uguale|uguale|igual|igual|null|null
3864|Kifer, Kiferen|kifer, kiferen|pin sylvestre|pin sylvestre|gemeine Kiefer|gemeine kiefer|scots pine|scots pine|pino silvestre|pino silvestre|pino silvestre|pino silvestre|pinheiro silvestre|pinheiro silvestre|null|null
3865|Kifer=Gebéck, Kiferen|kifer=gebeck, kiferen|mâchoire|machoire|Kiefer|kiefer|jaw|jaw|maxilar|maxilar|mascella|mascella|maxila|maxila|null|null
3866|Kiischt, Kiischten|kiischt, kiischten|cerise|cerise|Kirsche|kirsche|cherry|cherry|cereza|cereza|ciliegia|ciliegia|cereja|cereja|null|null
3867|Kiischtchen=Croûton, Kiischtercher|kiischtchen=croûton, kiischtercher|croûton|croûton|Crouton|crouton|crouton|crouton|cuadrado de pan tostado|cuadrado de pan tostado|crostino|crostino|pedaço de pão torrado|pedaço de pão torrado|null|null
3868|Kiischtebam, Kiischtebeem|kiischtebam, kiischtebeem|cerisier|cerisier|Kirschbaum|kirschbaum|cherrytree|cherrytree|cerezo|cerezo|ciliegio|ciliegio|cerejeiro|cerejeiro|null|null
3869|kill=frësch|kill=fresch|frais|frais|kühl|kuhl|cool|cool|fresco|fresco|fresco|fresco|fresco|fresco|null|null
3870|killen=ofkillen=kal ginn, e killt|killen=ofkillen=kal ginn, e killt|refroidir|refroidir|kühlen|kuhlen|to chill|to chill|enfriar, resfriar|enfriar, resfriar|rinfrescare|rinfrescare|arrefecer|arrefecer|null|null
3871|Kilo, Kiloen|kilo, kiloen|kilo|kilo|Kilo|kilo|kilo|kilo|kilo|kilo|chilo|chilo|quilo|quilo|null|null
3872|Kilometer, Kilometeren|kilometer, kilometeren|kilomètre|kilometre|Kilometer|kilometer|kilometer|kilometer|kilómetro|kilometro|chilometro|chilometro|quilómetro|quilometro|null|null
3873|Kinnek, Kinneken|kinnek, kinneken|roi|roi|König|konig|king|king|rey|rey|re|re|rei|rei|null|null
3874|Kinnigin, Kinniginnen|kinnigin, kinniginnen|reine|reine|Königin|konigin|queen|queen|reina|reina|regina|regina|rainha|rainha|null|null
3875|Kino=Zinema, Kinoen|kino=zinema, kinoen|cinéma|cinema|Kino|kino|cinema|cinema|cine|cine|cinema|cinema|cinema|cinema|null|null
3876|kippen=ëmkippen, e kippt|kippen=emkippen, e kippt|basculer, chavirer|basculer, chavirer|kippen, kentern|kippen, kentern|to tilt, to dump|to tilt, to dump|zozobrar|zozobrar|rovesciare|rovesciare|soçobrar, desfalecer|soçobrar, desfalecer|null|null
3877|Kiselsteen=Wak, Kiselsteng|kiselsteen=wak, kiselsteng|galet, caillou|galet, caillou|Kieselstein|kieselstein|pebble|pebble|canto rodado|canto rodado|sasso, ciottolo|sasso, ciottolo|seixo|seixo|null|null
3878|Kitsch|kitsch|kitsch|kitsch|Kitsch|kitsch|kitsch|kitsch|kitsch|kitsch|kitsch|kitsch|pseudo­arte, kitsch|pseudo­arte, kitsch|null|null
3879|kitscheg|kitscheg|de mauvais goût|de mauvais goût|kitschig|kitschig|trashy|trashy|de mal gusto|de mal gusto|di cattivo gusto|di cattivo gusto|de mau gosto|de mau gosto|null|null
3880|Kiwwel=Bac, Kiwwelen|kiwwel=bac, kiwwelen|bac|bac|Kübel|kubel|bin|bin|cubo|cubo|vasca|vasca|bacia, cuba|bacia, cuba|null|null
3881|Klaatsch=Geklaaps|klaatsch=geklaaps|bavardage|bavardage|Klatsch|klatsch|gossip|gossip|charla|charla|chiacchiera|chiacchiera|cavaqueira|cavaqueira|null|null
4058|konstatéieren=feststellen, e konstatéiert|konstateieren=feststellen, e konstateiert|constater|constater|feststellen|feststellen|to notice|to notice|constatar|constatar|constatare|constatare|verificar, comprovar|verificar, comprovar|konstatéieren|null
4101|kraachen=kréckelen, et kraacht|kraachen=kreckelen, et kraacht|craquer|craquer|krachen|krachen|to crack|to crack|crujir|crujir|schricchiolare|schricchiolare|estalar|estalar|kraachen|null
